SAMPLEID,Ag109,Ag110m,Am0,Am241,Am242,Am242m,Am243,C14,Ce140,Ce142,Ce144,Cm0,Cm242,Cm243,Cm244,Cm245,Cm246,Cm247,Cs0,Cs133,Cs134,Cs135,Cs137,Eu0,Eu151,Eu152,Eu153,Eu154,Eu155,Gd0,Gd152,Gd154,Gd155,Gd156,Gd157,Gd158,Gd160,H3,I129,La139,Mo100,Mo95,Mo97,Mo98,Nb95,Nd0,Nd142,Nd143,Nd144,Nd145,Nd146,Nd148,Nd150,Np237,Pd105,Pd108,Pm147,Pr144,Pu0,Pu236,Pu238,Pu239,Pu240,Pu241,Pu242,Pu244,Rh103,Ru101,Ru103,Ru106,Sb125,Se79,Sm0,Sm147,Sm148,Sm149,Sm150,Sm151,Sm152,Sm154,Sn126,Sr90,Tc99,U0,U232,U233,U234,U235,U236,U238,Zr95,RTYPE,EU235,EPU,EPUFISS,EBUP
NOV-4|13626135|69|135,0.038,0,0,0.525,0,8.34e-4,0.041,0,1.095,1.004,0,0,0,0,0.0084,0,6.1e-5,0,0,1.078,0.0014,0.415,0.826,0,4.3e-4,0,0.0224,0.00137,2.22e-4,0,0,0,9.6e-4,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0.0155,0.779,1.148,0.665,0.579,0.336,0.157,0.78,0.348,0.091,0,0,0,0,0.08,5.315,1.888,0.621,0.314,0,0,0.7,0,0,0,0,0,0.2565,0.1178,0.00299,0.2405,0.01,0.0922,0.0287,0,0,0.72,0,0,0,0.24,12.87,4.42,943.1,0,VVER-440,3.592,0,0,29.9
NOV-4|13626135|69|57,0.046,0,0,0.71,0,0.00108,0.103,0,1.285,1.178,0,0,0,0,0.0303,0.00135,0,0,0,1.253,0.00211,0.449,0.993,0,3.84e-4,0,0.0217,0.00156,2.56e-4,0,0,0,0.00114,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0.0206,0.864,1.402,0.777,0.695,0.4,0.187,1.11,0.439,0.115,0,0,0,0,0.148,6.019,2.379,0.827,0.557,0,0,0.82,0,0,0,0,0,0.2692,0.1551,0.00304,0.2907,0.0104,0.1039,0.0362,0,0,0.82,0,0,0,0.105,9.52,4.85,937.4,0,VVER-440,3.592,0,0,36.2
NOV-4|13626135|69|79,0.051,0,0,0.847,0,0.001013,0.266,0,1.729,1.58,0,0,0,0,0.1176,0.01056,5.97e-4,0,0,1.462,0.00313,0.46,1.263,0,1.52e-4,0,0.0152,0.00119,1.79e-4,0,0,0,0.00142,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0.0386,0.992,2.002,0.986,0.947,0.523,0.246,1.59,0.58,0.166,0,0,0,0,0.3,5.785,3.046,0.972,0.965,0,0,1.08,0,0,0,0,0,0.2804,0.2315,0.00294,0.3878,0.0102,0.1243,0.0507,0,0,1.02,0,0,0,0.094,4.13,5.26,930.3,0,VVER-440,3.592,0,0,46.3
NOV-4|213|25|10,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,1.7e-6,0.202,6,2.46,1.52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,8.3,4.86,938.6,0,VVER-440,3.6,0,0,38.7
NOV-4|213|25|11,0,0,0,0,0,0,0.098,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,2e-6,0.196,5.98,2.42,1.48,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,8.9,4.74,939.2,0,VVER-440,3.6,0,0,38.2
NOV-4|213|25|12,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,2.1e-6,0.215,6.22,2.49,1.59,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,8.49,4.78,938.5,0,VVER-440,3.6,0,0,38.2
NOV-4|213|25|8,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0.0022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,1.1e-6,0.05,4.96,1.32,0.71,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,16.57,3.55,951.9,0,VVER-440,3.6,0,0,21
NOV-4|213|25|9,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.0096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,1.1e-6,0.098,2.63,1.81,1.05,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,13.31,4.17,947.3,0,VVER-440,3.6,0,0,27.6
NOV-4|213|63|16,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0.0219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,6.12,2.15,1.35,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,11.26,4.38,940,0,VVER-440,3.6,0,0,32.6
NOV-4|213|63|17,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,6.08,2.19,1.38,0.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,10.57,4.46,940.2,0,VVER-440,3.6,0,0,33.1
NOV-4|213|64|13,0,0,0,0,0,0,0.0136,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,5.29,1.405,0.781,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,16.47,3.6,949,0,VVER-440,3.6,0,0,22
NOV-4|213|64|14,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496,5.28,1.33,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,17.72,3.42,950.5,0,VVER-440,3.6,0,0,20.4
NOV-4|213|64|15,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0.0374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,6.25,2.4,1.5,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,9.38,4.64,939.4,0,VVER-440,3.6,0,0,34.9
NOV-5|4433001114|195|38,0,0,0,0,0,0,0.0082,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0,0.039,4.17,1.211,0.505,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,23.81,3.96,944,0,VVER-1000,4.4,0,0,21.1
NOV-5|4433001114|195|39,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0,0,0,0,0,0,0,0,0.172,6.36,2.24,1.41,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,16.63,5.4,931.2,0,VVER-1000,4.4,0,0,33.6
NOV-5|4433001114|195|40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295,6.23,2.72,1.72,0.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,11.59,6.38,923.5,0,VVER-1000,4.4,0,0,44.9
NOV-5|4433001114|195|41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,5.99,2.92,1.81,0.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226,8.66,6.35,920.1,0,VVER-1000,4.4,0,0,51.7
NOV-5|4433001114|40|32,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0,0,0,0,0,0,0,0,0.321,6.39,2.73,1.75,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,10.22,6.12,923,0,VVER-1000,4.4,0,0,46.4
NOV-5|4433001114|40|33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,6.09,2.73,1.65,0.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,9.57,6.04,922.5,0,VVER-1000,4.4,0,0,48.2
NOV-5|4433001114|40|34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,5.84,2.71,1.64,0.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,8.71,6.12,922.3,0,VVER-1000,4.4,0,0,50.2
NOV-5|4433001114|40|35,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,5.95,2.79,1.7,0.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,8.65,6.11,924.7,0,VVER-1000,4.4,0,0,50.3
NOV-5|4433001114|40|36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481,0,0,0,0,0,0,0,0,0.308,5.95,2.77,1.69,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,8.85,6.26,921.6,0,VVER-1000,4.4,0,0,50.3
NOV-5|4433001114|40|37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,5.57,1.54,0.903,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,20.96,4.55,940.1,0,VVER-1000,4.4,0,0,26.1
NPD-1|1016|1|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0881,0.52021,0.07883,0.00952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39808,0,987.51,0,CANDU,0.711,0,0,5.3
NPD-1|1016|2|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16152,0.58036,0.09108,0.00937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17117,0,987.59,0,CANDU,0.711,0,0,5.6
NPD-1|1016|3|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36656,0.76031,0.13819,0.00865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53203,0,987.81,0,CANDU,0.711,0,0,6.6
NPD-1|1022|A|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00931,0,0,0,0,0,0,0,0,0,0.6548,0.0333,0.00218,1.26e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2349,0,992.41,0,CANDU,0.711,0,0,0.791
NPD-1|1022|B|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6878,0.0385,0.00284,2.16e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1301,0,992.41,0,CANDU,0.711,0,0,0.854
NPD-1|1022|C|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01125,0,0,0,0,0,0,0,0,0,0.8269,0.054,0.00409,2.26e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9096,0,992.24,0,CANDU,0.711,0,0,1.059
NPD-1|1052|A|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699,0,0,0,0,0,0,0,0,0,2.4652,0.8466,0.14517,0.033948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5529,0.685,986.86,0,CANDU,0.711,0,0,6.526
NPD-1|1052|B|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07418,0,0,0,0,0,0,0,0,0,2.4107,0.886,0.15679,0.040521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3186,0.724,986.64,0,CANDU,0.711,0,0,6.927
NPD-1|1052|C|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912,0,0,0,0,0,0,0,0,0,2.576,1.1046,0.22703,0.075384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6923,0.8302,985.06,0,CANDU,0.711,0,0,8.53
NPD-1|1092|A|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08025,0,0,0,0,0,0,0,0,0,2.5322,0.9815,0.17491,0.045126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.743,985.93,0,CANDU,0.711,0,0,7.642
NPD-1|1092|B|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08452,0,0,0,0,0,0,0,0,0,2.4932,1.039,0.19384,0.058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9756,0.7721,985.66,0,CANDU,0.711,0,0,8.05
NPD-1|1092|C|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10272,0,0,0,0,0,0,0,0,0,2.621,1.2581,0.27037,0.103503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3893,0.8586,983.96,0,CANDU,0.711,0,0,9.8
NPD-1|1096|A|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05996,0,0,0,0,0,0,0,0,0,2.323,0.6672,0.10705,0.020464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0136,0.6366,987.76,0,CANDU,0.711,0,0,5.337
NPD-1|1096|B|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06711,0,0,0,0,0,0,0,0,0,2.3164,0.7141,0.11796,0.024628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7781,0.6461,987.25,0,CANDU,0.711,0,0,5.976
NPD-1|1096|C|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07662,0,0,0,0,0,0,0,0,0,2.452,0.8963,0.17258,0.046677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.172,0.7629,986.45,0,CANDU,0.711,0,0,6.828
NPD-1|1129|A|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01362,0,0,0,0,0,0,0,0,0,0.9138,0.0663,0.00544,2.96e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.837,0.2065,991.9,0,CANDU,0.711,0,0,1.223
NPD-1|1129|B|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01454,0,0,0,0,0,0,0,0,0,0.9423,0.0742,0.00656,3.43e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7388,0.2262,991.85,0,CANDU,0.711,0,0,1.306
NPD-1|1129|C|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01805,0,0,0,0,0,0,0,0,0,1.1432,0.1076,0.01038,7.06e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4044,0.2556,991.59,0,CANDU,0.711,0,0,1.622
NPD-1|1630|A|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02862,0,0,0,0,0,0,0,0,0,1.5967,0.2181,0.02673,0.002102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7338,0.3634,990.57,0,CANDU,0.711,0,0,2.733
NPD-1|1630|B|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02862,0,0,0,0,0,0,0,0,0,1.6308,0.2407,0.03009,0.002642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5777,0.3831,990.64,0,CANDU,0.711,0,0,2.733
NPD-1|1630|C|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03715,0,0,0,0,0,0,0,0,0,1.8512,0.3253,0.04611,0.005061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1051,0.4613,989.9,0,CANDU,0.711,0,0,3.55
NPD-1|922|A|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415,0,0,0,0,0,0,0,0,0,2.0237,0.4369,0.06347,0.008607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7517,0.5102,989.49,0,CANDU,0.711,0,0,3.809
NPD-1|922|B|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04848,0,0,0,0,0,0,0,0,0,2.0905,0.4849,0.07273,0.011431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5442,0.5785,988.84,0,CANDU,0.711,0,0,4.453
NPD-1|922|C|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05845,0,0,0,0,0,0,0,0,0,2.2705,0.627,0.10738,0.020462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9365,0.6564,988.06,0,CANDU,0.711,0,0,5.372
NPD-1|955|A|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09664,0,0,0,0,0,0,0,0,0,2.6014,1.2356,0.23189,0.080605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6912,0.8004,984.4,0,CANDU,0.711,0,0,9.224
NPD-1|955|B|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10089,0,0,0,0,0,0,0,0,0,2.5735,1.2741,0.24446,0.091466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5158,0.8489,984.09,0,CANDU,0.711,0,0,9.632
NPD-1|955|C|1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12024,0,0,0,0,0,0,0,0,0,2.6731,1.5059,0.3267,0.16376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9796,0.8863,982.26,0,CANDU,0.711,0,0,11.501
OBR-1|BE124|D1|P1,0,0,0,0.0219,0,0,0,0,0,0,0,0,0.0074,0,0.00222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0.036,4.35,1.32,0.62,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69,2.99,954.05,0,PWR,3,0,0,21.2
OBR-1|BE124|D1|P3,0,0,0,0.0608,0,0,0,0,0,0,0,0,0.01565,0,0.03397,0,0,0,0,0,0.1301,0,1.24301,0,0,0,0,0.02536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379491,0,0,0,0,0,0,0,0,0.156,5.02,2.36,1.28,0.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93,4.06,944.68,0,PWR,3,0,0,33.7
OBR-1|BE124|E3|P1,0,0,0,0.0293,0,0,0,0,0,0,0,0,0.0045,0,0.00204,0,0,0,0,0,0.04301,0,0.73104,0,0,0,0,0.007583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226765,0,0,0,0,0,0,0,0,0.041,4.28,1.36,0.62,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,2.82,957.12,0,PWR,3,0,0,20.2
OBR-1|BE124|E3|P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39429,0,0,0,0,0,0,0,0,0.104,4.62,1.99,1.02,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.44,3.77,942.15,0,PWR,3,0,0,35.1
OBR-1|BE124|E3|P3,0,0,0,0.09,0,0,0,0,0,0,0,0,0.01479,0,0.04162,0,0,0,0,0,0.138,0,1.3201,0,0,0,0,0.02437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40813,0,0,0,0,0,0,0,0,0.165,4.77,2.41,1.26,0.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,4.12,942.99,0,PWR,3,0,0,36.2
OBR-1|BE124|E3|P4,0,0,0,0.073,0,0,0,0,0,0,0,0,0.02409,0,0.023489999999999997,0,0,0,0,0,0.1116,0,1.15,0,0,0,0,0.02061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34714,0,0,0,0,0,0,0,0,0.11399999999999999,4.925000000000001,2.2300000000000004,1.185,0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66,3.87,946.9749999999999,0,PWR,3,0,0,30.9
